,Unnamed: 0,age,ethnicity,full_path,gender,name,filename,tag,face_loc,folder,face_location,,male,length_filename
771,771,59,black,43/nm0000243_rm3318138624_1954-12-28_2014.jpg,male,denzel washington,nm0000243_rm3318138624_1954-12-28_2014_0.jpg,no-smile,"{'x': 708, 'y': 223, 'w': 179, 'h': 179}",43,"[708, 223, 887, 402]",,1,44
772,772,48,black,43/nm0000243_rm3519527680_1954-12-28_2003.jpg,male,denzel washington,nm0000243_rm3519527680_1954-12-28_2003_0.jpg,no-smile,"{'x': 627, 'y': 173, 'w': 193, 'h': 193}",43,"[627, 173, 820, 366]",,1,44
773,773,55,black,43/nm0000243_rm3622080256_1954-12-28_2010.jpg,male,denzel washington,nm0000243_rm3622080256_1954-12-28_2010_0.jpg,no-smile,"{'x': 47, 'y': 70, 'w': 208, 'h': 208}",43,"[47, 70, 255, 278]",,1,44
774,774,55,black,43/nm0000243_rm3779100672_1954-12-28_2010.jpg,male,denzel washington,nm0000243_rm3779100672_1954-12-28_2010_0.jpg,no-smile,"{'x': 1094, 'y': 200, 'w': 444, 'h': 444}",43,"[1094, 200, 1538, 644]",,1,44
775,775,59,black,43/nm0000243_rm3828336384_1954-12-28_2014.jpg,male,denzel washington,nm0000243_rm3828336384_1954-12-28_2014_0.jpg,no-smile,"{'x': 641, 'y': 227, 'w': 336, 'h': 336}",43,"[641, 227, 977, 563]",,1,44
776,776,59,black,43/nm0000243_rm4147103488_1954-12-28_2014.jpg,male,denzel washington,nm0000243_rm4147103488_1954-12-28_2014_0.jpg,no-smile,"{'x': 349, 'y': 151, 'w': 221, 'h': 221}",43,"[349, 151, 570, 372]",,1,44
777,777,51,black,43/nm0000243_rm4190407680_1954-12-28_2006.jpg,male,denzel washington,nm0000243_rm4190407680_1954-12-28_2006_0.jpg,no-smile,"{'x': 743, 'y': 2, 'w': 832, 'h': 832}",43,"[743, 2, 1575, 834]",,1,44
778,778,51,black,43/nm0000243_rm4207184896_1954-12-28_2006.jpg,male,denzel washington,nm0000243_rm4207184896_1954-12-28_2006_0.jpg,no-smile,"{'x': 995, 'y': 250, 'w': 444, 'h': 444}",43,"[995, 250, 1439, 694]",,1,44
1457,1457,44,white,46/nm0000246_rm59808000_1955-3-19_1999.jpg,male,bruce willis,nm0000246_rm59808000_1955-3-19_1999_0.jpg,no-smile,"{'x': 139, 'y': 65, 'w': 82, 'h': 82}",46,"[139, 65, 221, 147]",,1,41
1443,1443,56,white,46/nm0000246_rm154057472_1955-3-19_2011.jpg,male,bruce willis,nm0000246_rm154057472_1955-3-19_2011_0.jpg,smile,"{'x': 953, 'y': 520, 'w': 776, 'h': 776}",46,"[953, 520, 1729, 1296]",,1,42
1449,1449,44,white,46/nm0000246_rm325753600_1955-3-19_1999.jpg,male,bruce willis,nm0000246_rm325753600_1955-3-19_1999_0.jpg,smile,"{'x': 71, 'y': 57, 'w': 126, 'h': 126}",46,"[71, 57, 197, 183]",,1,42
1456,1456,51,white,46/nm0000246_rm527538688_1955-3-19_2006.jpg,male,bruce willis,nm0000246_rm527538688_1955-3-19_2006_0.jpg,smile,"{'x': 97, 'y': 42, 'w': 53, 'h': 53}",46,"[97, 42, 150, 95]",,1,42
1458,1458,49,white,46/nm0000246_rm651073536_1955-3-19_2004.jpg,male,bruce willis,nm0000246_rm651073536_1955-3-19_2004_0.jpg,smile,"{'x': 82, 'y': 41, 'w': 91, 'h': 91}",46,"[82, 41, 173, 132]",,1,42
1459,1459,55,white,46/nm0000246_rm709267200_1955-3-19_2010.jpg,male,bruce willis,nm0000246_rm709267200_1955-3-19_2010_0.jpg,smile,"{'x': 72, 'y': 86, 'w': 128, 'h': 128}",46,"[72, 86, 200, 214]",,1,42
1440,1440,55,white,46/nm0000246_rm1384220160_1955-3-19_2010.jpg,male,bruce willis,nm0000246_rm1384220160_1955-3-19_2010_0.jpg,smile,"{'x': 74, 'y': 92, 'w': 164, 'h': 164}",46,"[74, 92, 238, 256]",,1,43
1441,1441,57,white,46/nm0000246_rm1386916096_1955-3-19_2012.jpg,male,bruce willis,nm0000246_rm1386916096_1955-3-19_2012_0.jpg,no-smile,"{'x': 854, 'y': 149, 'w': 145, 'h': 145}",46,"[854, 149, 999, 294]",,1,43
1442,1442,57,white,46/nm0000246_rm1420470528_1955-3-19_2012.jpg,male,bruce willis,nm0000246_rm1420470528_1955-3-19_2012_0.jpg,no-smile,"{'x': 928, 'y': 141, 'w': 206, 'h': 206}",46,"[928, 141, 1134, 347]",,1,43
1444,1444,52,white,46/nm0000246_rm1692571904_1955-3-19_2007.jpg,male,bruce willis,nm0000246_rm1692571904_1955-3-19_2007_0.jpg,smile,"{'x': 173, 'y': 58, 'w': 128, 'h': 128}",46,"[173, 58, 301, 186]",,1,43
1445,1445,58,white,46/nm0000246_rm2281875200_1955-3-19_2013.jpg,male,bruce willis,nm0000246_rm2281875200_1955-3-19_2013_0.jpg,smile,"{'x': 896, 'y': 399, 'w': 444, 'h': 444}",46,"[896, 399, 1340, 843]",,1,43
1446,1446,53,white,46/nm0000246_rm2288294400_1955-3-19_2008.jpg,male,bruce willis,nm0000246_rm2288294400_1955-3-19_2008_0.jpg,smile,"{'x': 55, 'y': 73, 'w': 164, 'h': 164}",46,"[55, 73, 219, 237]",,1,43
1447,1447,53,white,46/nm0000246_rm2305071616_1955-3-19_2008.jpg,male,bruce willis,nm0000246_rm2305071616_1955-3-19_2008_0.jpg,smile,"{'x': 51, 'y': 85, 'w': 153, 'h': 153}",46,"[51, 85, 204, 238]",,1,43
1448,1448,54,white,46/nm0000246_rm2572978432_1955-3-19_2009.jpg,male,bruce willis,nm0000246_rm2572978432_1955-3-19_2009_0.jpg,no-smile,"{'x': 65, 'y': 46, 'w': 82, 'h': 82}",46,"[65, 46, 147, 128]",,1,43
1450,1450,43,white,46/nm0000246_rm3267467520_1955-3-19_1998.jpg,male,bruce willis,nm0000246_rm3267467520_1955-3-19_1998_0.jpg,no-smile,"{'x': 105, 'y': 53, 'w': 77, 'h': 77}",46,"[105, 53, 182, 130]",,1,43
1451,1451,58,white,46/nm0000246_rm3587547648_1955-3-19_2013.jpg,male,bruce willis,nm0000246_rm3587547648_1955-3-19_2013_0.jpg,no-smile,"{'x': 183, 'y': 53, 'w': 77, 'h': 77}",46,"[183, 53, 260, 130]",,1,43
1452,1452,58,white,46/nm0000246_rm3771446272_1955-3-19_2013.jpg,male,bruce willis,nm0000246_rm3771446272_1955-3-19_2013_0.jpg,no-smile,"{'x': 1184, 'y': 170, 'w': 378, 'h': 378}",46,"[1184, 170, 1562, 548]",,1,43
1453,1453,53,white,46/nm0000246_rm3771569152_1955-3-19_2008.jpg,male,bruce willis,nm0000246_rm3771569152_1955-3-19_2008_0.jpg,no-smile,"{'x': 88, 'y': 78, 'w': 87, 'h': 87}",46,"[88, 78, 175, 165]",,1,43
1454,1454,53,white,46/nm0000246_rm3821900800_1955-3-19_2008.jpg,male,bruce willis,nm0000246_rm3821900800_1955-3-19_2008_0.jpg,no-smile,"{'x': 90, 'y': 90, 'w': 100, 'h': 100}",46,"[90, 90, 190, 190]",,1,43
1455,1455,52,white,46/nm0000246_rm3987639296_1955-3-19_2007.jpg,male,bruce willis,nm0000246_rm3987639296_1955-3-19_2007_0.jpg,no-smile,"{'x': 353, 'y': 283, 'w': 630, 'h': 630}",46,"[353, 283, 983, 913]",,1,43
144,144,36,black,91/nm0000291_rm255561216_1958-8-16_1995.jpg,female,angela bassett,nm0000291_rm255561216_1958-8-16_1995_0.jpg,no-smile,"{'x': 640, 'y': 294, 'w': 237, 'h': 237}",91,"[640, 294, 877, 531]",,0,42
145,145,39,black,91/nm0000291_rm269129728_1958-8-16_1998.jpg,female,angela bassett,nm0000291_rm269129728_1958-8-16_1998_0.jpg,no-smile,"{'x': 337, 'y': 65, 'w': 64, 'h': 64}",91,"[337, 65, 401, 129]",,0,42
151,151,52,black,91/nm0000291_rm334675456_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm334675456_1958-8-16_2011_0.jpg,no-smile,"{'x': 985, 'y': 329, 'w': 587, 'h': 587}",91,"[985, 329, 1572, 916]",,0,42
158,158,36,black,91/nm0000291_rm489868288_1958-8-16_1995.jpg,female,angela bassett,nm0000291_rm489868288_1958-8-16_1995_0.jpg,no-smile,"{'x': 1109, 'y': 520, 'w': 658, 'h': 658}",91,"[1109, 520, 1767, 1178]",,0,42
159,159,52,black,91/nm0000291_rm557709312_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm557709312_1958-8-16_2011_0.jpg,no-smile,"{'x': 491, 'y': 190, 'w': 336, 'h': 336}",91,"[491, 190, 827, 526]",,0,42
140,140,54,black,91/nm0000291_rm1327603712_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm1327603712_1958-8-16_2013_0.jpg,smile,"{'x': 329, 'y': 428, 'w': 292, 'h': 292}",91,"[329, 428, 621, 720]",,0,43
141,141,45,black,91/nm0000291_rm1424529408_1958-8-16_2004.jpg,female,angela bassett,nm0000291_rm1424529408_1958-8-16_2004_0.jpg,smile,"{'x': 67, 'y': 80, 'w': 119, 'h': 119}",91,"[67, 80, 186, 199]",,0,43
142,142,42,black,91/nm0000291_rm1886767104_1958-8-16_2001.jpg,female,angela bassett,nm0000291_rm1886767104_1958-8-16_2001_0.jpg,no-smile,"{'x': 274, 'y': 613, 'w': 607, 'h': 607}",91,"[274, 613, 881, 1220]",,0,43
143,143,52,black,91/nm0000291_rm1942013184_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm1942013184_1958-8-16_2011_0.jpg,no-smile,"{'x': 690, 'y': 313, 'w': 145, 'h': 145}",91,"[690, 313, 835, 458]",,0,43
146,146,52,black,91/nm0000291_rm2784623616_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm2784623616_1958-8-16_2011_0.jpg,smile,"{'x': 651, 'y': 208, 'w': 264, 'h': 264}",91,"[651, 208, 915, 472]",,0,43
147,147,46,black,91/nm0000291_rm2862652160_1958-8-16_2005.jpg,female,angela bassett,nm0000291_rm2862652160_1958-8-16_2005_0.jpg,smile,"{'x': 178, 'y': 68, 'w': 54, 'h': 54}",91,"[178, 68, 232, 122]",,0,43
148,148,49,black,91/nm0000291_rm2910623232_1958-8-16_2008.jpg,female,angela bassett,nm0000291_rm2910623232_1958-8-16_2008_0.jpg,smile,"{'x': 159, 'y': 56, 'w': 71, 'h': 71}",91,"[159, 56, 230, 127]",,0,43
149,149,49,black,91/nm0000291_rm3044840960_1958-8-16_2008.jpg,female,angela bassett,nm0000291_rm3044840960_1958-8-16_2008_0.jpg,smile,"{'x': 75, 'y': 75, 'w': 112, 'h': 112}",91,"[75, 75, 187, 187]",,0,43
150,150,54,black,91/nm0000291_rm3139686912_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm3139686912_1958-8-16_2013_0.jpg,smile,"{'x': 747, 'y': 250, 'w': 444, 'h': 444}",91,"[747, 250, 1191, 694]",,0,43
152,152,54,black,91/nm0000291_rm3439567616_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm3439567616_1958-8-16_2013_0.jpg,no-smile,"{'x': 329, 'y': 526, 'w': 587, 'h': 587}",91,"[329, 526, 916, 1113]",,0,43
153,153,56,black,91/nm0000291_rm3580952320_1958-8-16_2015.jpg,female,angela bassett,nm0000291_rm3580952320_1958-8-16_2015_0.jpg,smile,"{'x': 722, 'y': 329, 'w': 587, 'h': 587}",91,"[722, 329, 1309, 916]",,0,43
154,154,42,black,91/nm0000291_rm3719935488_1958-8-16_2001.jpg,female,angela bassett,nm0000291_rm3719935488_1958-8-16_2001_0.jpg,no-smile,"{'x': 821, 'y': 264, 'w': 292, 'h': 292}",91,"[821, 264, 1113, 556]",,0,43
155,155,47,black,91/nm0000291_rm3873544192_1958-8-16_2006.jpg,female,angela bassett,nm0000291_rm3873544192_1958-8-16_2006_0.jpg,smile,"{'x': 83, 'y': 97, 'w': 123, 'h': 123}",91,"[83, 97, 206, 220]",,0,43
156,156,38,black,91/nm0000291_rm4031355392_1958-8-16_1997.jpg,female,angela bassett,nm0000291_rm4031355392_1958-8-16_1997_0.jpg,no-smile,"{'x': 233, 'y': 73, 'w': 71, 'h': 71}",91,"[233, 73, 304, 144]",,0,43
157,157,50,black,91/nm0000291_rm4101999104_1958-8-16_2009.jpg,female,angela bassett,nm0000291_rm4101999104_1958-8-16_2009_0.jpg,smile,"{'x': 73, 'y': 55, 'w': 81, 'h': 81}",91,"[73, 55, 154, 136]",,0,43
1268,1268,50,black,32/nm0000332_rm30471680_1964-11-29_2015.jpg,male,don cheadle,nm0000332_rm30471680_1964-11-29_2015_0.jpg,no-smile,"{'x': 353, 'y': 353, 'w': 630, 'h': 630}",32,"[353, 353, 983, 983]",,1,42
1264,1264,49,black,32/nm0000332_rm217302528_1964-11-29_2014.jpg,male,don cheadle,nm0000332_rm217302528_1964-11-29_2014_0.jpg,no-smile,"{'x': 215, 'y': 430, 'w': 640, 'h': 640}",32,"[215, 430, 855, 1070]",,1,43
1267,1267,39,black,32/nm0000332_rm272729088_1964-11-29_2004.jpg,male,don cheadle,nm0000332_rm272729088_1964-11-29_2004_0.jpg,no-smile,"{'x': 54, 'y': 160, 'w': 477, 'h': 477}",32,"[54, 160, 531, 637]",,1,43
1272,1272,46,black,32/nm0000332_rm348499968_1964-11-29_2011.jpg,male,don cheadle,nm0000332_rm348499968_1964-11-29_2011_0.jpg,smile,"{'x': 486, 'y': 324, 'w': 724, 'h': 724}",32,"[486, 324, 1210, 1048]",,1,43
1276,1276,39,black,32/nm0000332_rm474055680_1964-11-29_2004.jpg,male,don cheadle,nm0000332_rm474055680_1964-11-29_2004_0.jpg,no-smile,"{'x': 246, 'y': 148, 'w': 146, 'h': 146}",32,"[246, 148, 392, 294]",,1,43
1277,1277,39,black,32/nm0000332_rm490832896_1964-11-29_2004.jpg,male,don cheadle,nm0000332_rm490832896_1964-11-29_2004_0.jpg,no-smile,"{'x': 226, 'y': 57, 'w': 168, 'h': 168}",32,"[226, 57, 394, 225]",,1,43
1278,1278,48,black,32/nm0000332_rm505389824_1964-11-29_2013.jpg,male,don cheadle,nm0000332_rm505389824_1964-11-29_2013_0.jpg,smile,"{'x': 161, 'y': 129, 'w': 287, 'h': 287}",32,"[161, 129, 448, 416]",,1,43
1279,1279,36,black,32/nm0000332_rm508795392_1964-11-29_2001.jpg,male,don cheadle,nm0000332_rm508795392_1964-11-29_2001_0.jpg,smile,"{'x': 90, 'y': 48, 'w': 61, 'h': 61}",32,"[90, 48, 151, 109]",,1,43
1260,1260,47,black,32/nm0000332_rm1157148928_1964-11-29_2012.jpg,male,don cheadle,nm0000332_rm1157148928_1964-11-29_2012_0.jpg,no-smile,"{'x': 789, 'y': 233, 'w': 415, 'h': 415}",32,"[789, 233, 1204, 648]",,1,44
1261,1261,40,black,32/nm0000332_rm1444649472_1964-11-29_2005.jpg,male,don cheadle,nm0000332_rm1444649472_1964-11-29_2005_0.jpg,smile,"{'x': 90, 'y': 77, 'w': 115, 'h': 115}",32,"[90, 77, 205, 192]",,1,44
1262,1262,46,black,32/nm0000332_rm1735689472_1964-11-29_2011.jpg,male,don cheadle,nm0000332_rm1735689472_1964-11-29_2011_0.jpg,smile,"{'x': 493, 'y': 493, 'w': 630, 'h': 630}",32,"[493, 493, 1123, 1123]",,1,44
1263,1263,46,black,32/nm0000332_rm1802798336_1964-11-29_2011.jpg,male,don cheadle,nm0000332_rm1802798336_1964-11-29_2011_0.jpg,smile,"{'x': 401, 'y': 401, 'w': 511, 'h': 511}",32,"[401, 401, 912, 912]",,1,44
1265,1265,43,black,32/nm0000332_rm2294322176_1964-11-29_2008.jpg,male,don cheadle,nm0000332_rm2294322176_1964-11-29_2008_0.jpg,smile,"{'x': 54, 'y': 91, 'w': 162, 'h': 162}",32,"[54, 91, 216, 253]",,1,44
1266,1266,43,black,32/nm0000332_rm2545980416_1964-11-29_2008.jpg,male,don cheadle,nm0000332_rm2545980416_1964-11-29_2008_0.jpg,smile,"{'x': 60, 'y': 80, 'w': 179, 'h': 179}",32,"[60, 80, 239, 259]",,1,44
1269,1269,47,black,32/nm0000332_rm3308167680_1964-11-29_2012.jpg,male,don cheadle,nm0000332_rm3308167680_1964-11-29_2012_0.jpg,no-smile,"{'x': 316, 'y': 110, 'w': 108, 'h': 108}",32,"[316, 110, 424, 218]",,1,44
1270,1270,42,black,32/nm0000332_rm3335624960_1964-11-29_2007.jpg,male,don cheadle,nm0000332_rm3335624960_1964-11-29_2007_0.jpg,no-smile,"{'x': 177, 'y': 77, 'w': 98, 'h': 98}",32,"[177, 77, 275, 175]",,1,44
1271,1271,44,black,32/nm0000332_rm3346960128_1964-11-29_2009.jpg,male,don cheadle,nm0000332_rm3346960128_1964-11-29_2009_0.jpg,no-smile,"{'x': 445, 'y': 223, 'w': 179, 'h': 179}",32,"[445, 223, 624, 402]",,1,44
1273,1273,48,black,32/nm0000332_rm3534136832_1964-11-29_2013.jpg,male,don cheadle,nm0000332_rm3534136832_1964-11-29_2013_0.jpg,no-smile,"{'x': 423, 'y': 283, 'w': 630, 'h': 630}",32,"[423, 283, 1053, 913]",,1,44
1274,1274,44,black,32/nm0000332_rm4013068032_1964-11-29_2009.jpg,male,don cheadle,nm0000332_rm4013068032_1964-11-29_2009_0.jpg,smile,"{'x': 80, 'y': 53, 'w': 118, 'h': 118}",32,"[80, 53, 198, 171]",,1,44
1275,1275,36,black,32/nm0000332_rm4215773696_1964-11-29_2001.jpg,male,don cheadle,nm0000332_rm4215773696_1964-11-29_2001_0.jpg,smile,"{'x': 94, 'y': 112, 'w': 167, 'h': 167}",32,"[94, 112, 261, 279]",,1,44
1480,1480,31,white,54/nm0000354_rm2375523072_1970-10-8_2002.jpg,male,matt damon,nm0000354_rm2375523072_1970-10-8_2002_0.jpg,smile,"{'x': 70, 'y': 70, 'w': 125, 'h': 125}",54,"[70, 70, 195, 195]",,1,43
1481,1481,33,white,54/nm0000354_rm2425264128_1970-10-8_2004.jpg,male,matt damon,nm0000354_rm2425264128_1970-10-8_2004_0.jpg,smile,"{'x': 37, 'y': 92, 'w': 165, 'h': 165}",54,"[37, 92, 202, 257]",,1,43
1482,1482,36,white,54/nm0000354_rm2662832896_1970-10-8_2007.jpg,male,matt damon,nm0000354_rm2662832896_1970-10-8_2007_0.jpg,no-smile,"{'x': 64, 'y': 112, 'w': 142, 'h': 142}",54,"[64, 112, 206, 254]",,1,43
1483,1483,33,white,54/nm0000354_rm2676922368_1970-10-8_2004.jpg,male,matt damon,nm0000354_rm2676922368_1970-10-8_2004_0.jpg,no-smile,"{'x': 27, 'y': 106, 'w': 237, 'h': 237}",54,"[27, 106, 264, 343]",,1,43
1484,1484,36,white,54/nm0000354_rm2679610112_1970-10-8_2007.jpg,male,matt damon,nm0000354_rm2679610112_1970-10-8_2007_0.jpg,no-smile,"{'x': 21, 'y': 105, 'w': 188, 'h': 188}",54,"[21, 105, 209, 293]",,1,43
1485,1485,34,white,54/nm0000354_rm2753272320_1970-10-8_2005.jpg,male,matt damon,nm0000354_rm2753272320_1970-10-8_2005_0.jpg,smile,"{'x': 51, 'y': 60, 'w': 76, 'h': 76}",54,"[51, 60, 127, 136]",,1,43
1486,1486,36,white,54/nm0000354_rm2857605632_1970-10-8_2007.jpg,male,matt damon,nm0000354_rm2857605632_1970-10-8_2007_0.jpg,smile,"{'x': 101, 'y': 56, 'w': 100, 'h': 100}",54,"[101, 56, 201, 156]",,1,43
1487,1487,27,white,54/nm0000354_rm3187063808_1970-10-8_1998.jpg,male,matt damon,nm0000354_rm3187063808_1970-10-8_1998_0.jpg,smile,"{'x': 196, 'y': 46, 'w': 102, 'h': 102}",54,"[196, 46, 298, 148]",,1,43
1488,1488,38,white,54/nm0000354_rm3263925760_1970-10-8_2009.jpg,male,matt damon,nm0000354_rm3263925760_1970-10-8_2009_0.jpg,no-smile,"{'x': 94, 'y': 59, 'w': 105, 'h': 105}",54,"[94, 59, 199, 164]",,1,43
1489,1489,36,white,54/nm0000354_rm3292830464_1970-10-8_2007.jpg,male,matt damon,nm0000354_rm3292830464_1970-10-8_2007_0.jpg,no-smile,"{'x': 24, 'y': 120, 'w': 216, 'h': 216}",54,"[24, 120, 240, 336]",,1,43
1490,1490,42,white,54/nm0000354_rm3330989824_1970-10-8_2013.jpg,male,matt damon,nm0000354_rm3330989824_1970-10-8_2013_0.jpg,smile,"{'x': 910, 'y': 153, 'w': 192, 'h': 192}",54,"[910, 153, 1102, 345]",,1,43
1491,1491,31,white,54/nm0000354_rm3401685760_1970-10-8_2002.jpg,male,matt damon,nm0000354_rm3401685760_1970-10-8_2002_0.jpg,no-smile,"{'x': 62, 'y': 77, 'w': 138, 'h': 138}",54,"[62, 77, 200, 215]",,1,43
1492,1492,35,white,54/nm0000354_rm3412761344_1970-10-8_2006.jpg,male,matt damon,nm0000354_rm3412761344_1970-10-8_2006_0.jpg,smile,"{'x': 81, 'y': 97, 'w': 144, 'h': 144}",54,"[81, 97, 225, 241]",,1,43
1493,1493,35,white,54/nm0000354_rm3446315776_1970-10-8_2006.jpg,male,matt damon,nm0000354_rm3446315776_1970-10-8_2006_0.jpg,smile,"{'x': 51, 'y': 85, 'w': 151, 'h': 151}",54,"[51, 85, 202, 236]",,1,43
1494,1494,38,white,54/nm0000354_rm3496316416_1970-10-8_2009.jpg,male,matt damon,nm0000354_rm3496316416_1970-10-8_2009_0.jpg,no-smile,"{'x': 43, 'y': 129, 'w': 192, 'h': 192}",54,"[43, 129, 235, 321]",,1,43
1495,1495,40,white,54/nm0000354_rm3546725376_1970-10-8_2011.jpg,male,matt damon,nm0000354_rm3546725376_1970-10-8_2011_0.jpg,no-smile,"{'x': 256, 'y': 534, 'w': 206, 'h': 206}",54,"[256, 534, 462, 740]",,1,43
1496,1496,34,white,54/nm0000354_rm3647118080_1970-10-8_2005.jpg,male,matt damon,nm0000354_rm3647118080_1970-10-8_2005_0.jpg,no-smile,"{'x': 126, 'y': 69, 'w': 102, 'h': 102}",54,"[126, 69, 228, 171]",,1,43
1497,1497,39,white,54/nm0000354_rm3824848384_1970-10-8_2010.jpg,male,matt damon,nm0000354_rm3824848384_1970-10-8_2010_0.jpg,no-smile,"{'x': 795, 'y': 85, 'w': 374, 'h': 374}",54,"[795, 85, 1169, 459]",,1,43
1498,1498,31,white,54/nm0000354_rm4233796352_1970-10-8_2002.jpg,male,matt damon,nm0000354_rm4233796352_1970-10-8_2002_0.jpg,smile,"{'x': 84, 'y': 63, 'w': 94, 'h': 94}",54,"[84, 63, 178, 157]",,1,43
1499,1499,31,white,54/nm0000354_rm4250573568_1970-10-8_2002.jpg,male,matt damon,nm0000354_rm4250573568_1970-10-8_2002_0.jpg,smile,"{'x': 80, 'y': 70, 'w': 89, 'h': 89}",54,"[80, 70, 169, 159]",,1,43
20,20,41,white,75/nm0000375_rm0170496_1965-4-4_2006.jpg,male,robert downey jr.,nm0000375_rm0170496_1965-4-4_2006_0.jpg,smile,"{'x': 30, 'y': 91, 'w': 135, 'h': 135}",75,"[30, 91, 165, 226]",,1,39
22,22,44,white,75/nm0000375_rm138972672_1965-4-4_2009.jpg,male,robert downey jr.,nm0000375_rm138972672_1965-4-4_2009_0.jpg,no-smile,"{'x': 300, 'y': 250, 'w': 444, 'h': 444}",75,"[300, 250, 744, 694]",,1,41
30,30,46,white,75/nm0000375_rm192525056_1965-4-4_2011.jpg,male,robert downey jr.,nm0000375_rm192525056_1965-4-4_2011_0.jpg,no-smile,"{'x': 1318, 'y': 349, 'w': 221, 'h': 221}",75,"[1318, 349, 1539, 570]",,1,41
34,34,44,white,75/nm0000375_rm273190400_1965-4-4_2009.jpg,male,robert downey jr.,nm0000375_rm273190400_1965-4-4_2009_0.jpg,no-smile,"{'x': 607, 'y': 164, 'w': 207, 'h': 207}",75,"[607, 164, 814, 371]",,1,41
36,36,44,white,75/nm0000375_rm306744832_1965-4-4_2009.jpg,male,robert downey jr.,nm0000375_rm306744832_1965-4-4_2009_0.jpg,no-smile,"{'x': 919, 'y': 178, 'w': 315, 'h': 315}",75,"[919, 178, 1234, 493]",,1,41
37,37,44,white,75/nm0000375_rm659718656_1965-4-4_2009.jpg,male,robert downey jr.,nm0000375_rm659718656_1965-4-4_2009_0.jpg,smile,"{'x': 185, 'y': 46, 'w': 103, 'h': 103}",75,"[185, 46, 288, 149]",,1,41
38,38,49,white,75/nm0000375_rm783668736_1965-4-4_2014.jpg,male,robert downey jr.,nm0000375_rm783668736_1965-4-4_2014_0.jpg,smile,"{'x': 473, 'y': 300, 'w': 221, 'h': 221}",75,"[473, 300, 694, 521]",,1,41
39,39,49,white,75/nm0000375_rm989905920_1965-4-4_2014.jpg,male,robert downey jr.,nm0000375_rm989905920_1965-4-4_2014_0.jpg,no-smile,"{'x': 174, 'y': 196, 'w': 192, 'h': 192}",75,"[174, 196, 366, 388]",,1,41
21,21,44,white,75/nm0000375_rm1073514496_1965-4-4_2009.jpg,male,robert downey jr.,nm0000375_rm1073514496_1965-4-4_2009_0.jpg,no-smile,"{'x': 350, 'y': 119, 'w': 66, 'h': 66}",75,"[350, 119, 416, 185]",,1,42
23,23,45,white,75/nm0000375_rm1414106368_1965-4-4_2010.jpg,male,robert downey jr.,nm0000375_rm1414106368_1965-4-4_2010_0.jpg,no-smile,"{'x': 573, 'y': 374, 'w': 221, 'h': 221}",75,"[573, 374, 794, 595]",,1,42
24,24,46,white,75/nm0000375_rm1512682240_1965-4-4_2011.jpg,male,robert downey jr.,nm0000375_rm1512682240_1965-4-4_2011_0.jpg,smile,"{'x': 347, 'y': 520, 'w': 776, 'h': 776}",75,"[347, 520, 1123, 1296]",,1,42
25,25,43,white,75/nm0000375_rm1541773056_1965-4-4_2008.jpg,male,robert downey jr.,nm0000375_rm1541773056_1965-4-4_2008_0.jpg,smile,"{'x': 179, 'y': 60, 'w': 76, 'h': 76}",75,"[179, 60, 255, 136]",,1,42
26,26,49,white,75/nm0000375_rm1629406720_1965-4-4_2014.jpg,male,robert downey jr.,nm0000375_rm1629406720_1965-4-4_2014_0.jpg,no-smile,"{'x': 200, 'y': 598, 'w': 891, 'h': 891}",75,"[200, 598, 1091, 1489]",,1,42
27,27,49,white,75/nm0000375_rm1797178880_1965-4-4_2014.jpg,male,robert downey jr.,nm0000375_rm1797178880_1965-4-4_2014_0.jpg,no-smile,"{'x': 766, 'y': 185, 'w': 273, 'h': 273}",75,"[766, 185, 1039, 458]",,1,42
28,28,40,white,75/nm0000375_rm1899665920_1965-4-4_2005.jpg,male,robert downey jr.,nm0000375_rm1899665920_1965-4-4_2005_0.jpg,no-smile,"{'x': 52, 'y': 104, 'w': 155, 'h': 155}",75,"[52, 104, 207, 259]",,1,42
29,29,40,white,75/nm0000375_rm1916443136_1965-4-4_2005.jpg,male,robert downey jr.,nm0000375_rm1916443136_1965-4-4_2005_0.jpg,smile,"{'x': 20, 'y': 80, 'w': 180, 'h': 180}",75,"[20, 80, 200, 260]",,1,42
31,31,41,white,75/nm0000375_rm2523306496_1965-4-4_2006.jpg,male,robert downey jr.,nm0000375_rm2523306496_1965-4-4_2006_0.jpg,smile,"{'x': 105, 'y': 53, 'w': 94, 'h': 94}",75,"[105, 53, 199, 147]",,1,42
32,32,48,white,75/nm0000375_rm2610471168_1965-4-4_2013.jpg,male,robert downey jr.,nm0000375_rm2610471168_1965-4-4_2013_0.jpg,smile,"{'x': 324, 'y': 405, 'w': 724, 'h': 724}",75,"[324, 405, 1048, 1129]",,1,42
33,33,43,white,75/nm0000375_rm2683279104_1965-4-4_2008.jpg,male,robert downey jr.,nm0000375_rm2683279104_1965-4-4_2008_0.jpg,smile,"{'x': 98, 'y': 61, 'w': 109, 'h': 109}",75,"[98, 61, 207, 170]",,1,42
